Attendance,Internal_Marks,Assignment_Marks,Study_Hours,Previous_Results
68,21,17,4.4,Pass
94,30,22,7.3,Distinction
68,20,19,4.1,Second Class
61,21,13,5,Second Class
64,26,9,7.9,Second Class
66,29,20,4.7,First Class
83,8,21,6,Second Class
77,21,14,3.8,First Class
76,22,11,5.9,First Class
66,22,17,7.5,Second Class
83,19,18,8.1,First Class
75,19,7,6.3,Pass
100,12,17,4.4,Second Class
61,28,15,5.7,Distinction
100,29,15,0.5,First Class
85,18,19,3.8,Second Class
63,26,12,2.5,Second Class
72,23,19,4.8,Second Class
74,18,17,5.9,First Class
93,15,16,6.6,Second Class
87,20,19,5.7,First Class
79,17,17,8.3,First Class
86,19,16,7.9,First Class
73,26,20,1.9,First Class
89,19,17,2.7,Second Class
74,22,16,3.7,Second Class
97,23,12,7.4,First Class
72,16,16,8.5,Pass
64,14,22,8.8,First Class
94,8,18,6.1,First Class
66,20,14,5.4,Second Class
80,20,14,6,First Class
57,30,17,4.1,First Class
71,12,8,8.9,Second Class
80,21,15,1.5,Second Class
51,14,19,5.3,Second Class
100,25,25,4,Distinction
93,27,17,2.3,Second Class
80,15,21,7.2,First Class
49,29,18,0.5,Second Class
56,22,16,4.1,Second Class
58,14,12,2.2,Pass
88,25,17,5.6,Distinction
78,28,17,4.6,Distinction
66,18,10,4.8,Second Class
86,26,17,1.8,Pass
82,23,18,4.6,First Class
44,13,22,8.5,Second Class
47,9,11,5,Pass
82,24,15,6.2,First Class
80,29,11,8.6,Distinction
54,20,16,3.1,Pass
99,21,17,3.3,Second Class
68,30,22,8.1,Distinction
73,24,13,11.1,Distinction
55,17,10,3.8,Pass
97,30,18,4.2,First Class
54,25,17,8.9,Distinction
68,22,9,6.1,First Class
72,12,23,2.7,Second Class
76,25,16,1.3,First Class
96,20,18,0.8,First Class
99,20,11,2.1,Pass
64,20,20,3.1,Second Class
77,29,14,2.1,Second Class
80,18,17,6.1,First Class
79,17,18,5.9,Second Class
66,25,16,3.5,Second Class
44,24,15,4.2,Second Class
62,30,19,3.9,First Class
75,28,17,6.1,First Class
41,28,16,6.4,Second Class
96,24,16,4.2,First Class
58,24,18,4,Second Class
61,20,17,4.2,Second Class
88,16,18,1.4,Pass
78,20,19,5.5,Second Class
72,7,18,2.9,Pass
77,19,20,6.3,First Class
83,17,12,7.8,First Class
58,30,17,1.8,Second Class
79,28,16,6.3,Distinction
76,13,20,6.3,Second Class
68,27,18,5.6,First Class
70,23,13,0.5,Pass
83,20,14,4.8,First Class
79,22,18,3.9,Second Class
80,27,24,6.6,Distinction
88,20,7,3.3,Second Class
88,27,18,7.4,Distinction
47,18,14,4.8,Pass
72,30,13,4.7,First Class
67,19,10,5.3,Second Class
73,23,10,4.4,Second Class
58,15,14,6.7,Second Class
85,18,17,5.3,First Class
95,20,21,4.8,Second Class
88,18,15,6.3,First Class
77,22,16,6.2,Second Class
81,25,18,7,Distinction
61,22,18,7.1,Distinction
79,24,18,1.2,First Class
56,15,17,5.9,Second Class
88,29,22,8.5,Distinction
84,25,14,4.5,First Class
78,24,12,6.2,First Class
100,23,18,5.9,Distinction
94,20,15,4.7,First Class
73,20,14,5.3,Second Class
46,19,9,6.3,Second Class
41,23,15,6.9,Second Class
81,12,13,0.6,Pass
85,26,24,6.8,Distinction
67,24,23,7.4,Distinction
85,9,21,5.2,Second Class
78,28,17,1.6,Second Class
80,27,13,0.5,Pass
64,29,18,7.7,Distinction
92,28,17,4.2,First Class
81,20,14,6.2,Distinction
87,17,15,6.5,First Class
62,24,16,6.1,First Class
61,17,25,3.7,Second Class
75,15,23,5.5,Second Class
74,22,17,4.9,Pass
76,12,18,5.1,First Class
77,30,23,6.5,First Class
88,29,23,3,Distinction
64,22,18,4.9,First Class
85,23,20,3.9,First Class
85,25,17,4.6,First Class
87,12,18,3.3,Second Class
74,25,15,4.1,First Class
69,12,18,7,Second Class
74,15,15,5.3,Second Class
77,19,21,8.3,First Class
81,21,17,3.2,Second Class
75,16,16,4.2,Second Class
52,22,15,5.5,Second Class
80,14,10,7.7,Second Class
62,24,16,5.1,First Class
81,27,16,6.8,Distinction
100,17,21,6.9,First Class
45,18,11,9.9,First Class
80,20,18,5.3,First Class
77,27,24,3.6,First Class
88,19,13,6.3,First Class
100,29,14,1,Second Class
82,22,16,3.9,Second Class
74,16,16,9,First Class
85,21,16,3.6,Pass
67,25,16,8.2,Distinction
90,25,19,6.3,First Class
44,26,15,5.3,Pass
84,16,22,5.7,First Class
91,25,16,3.5,First Class
62,30,14,2.3,Second Class
87,21,13,4.4,Second Class
84,24,15,5.4,First Class
85,28,14,4.3,First Class
91,26,18,4.4,Second Class
87,21,20,3.8,Second Class
74,21,12,6.2,Second Class
88,21,10,6.4,First Class
95,28,18,4.2,Distinction
67,20,16,6.3,First Class
45,22,15,4,Second Class
80,25,13,7.7,First Class
72,25,8,2.2,Second Class
91,22,15,4.6,First Class
44,21,16,8.3,Second Class
75,26,16,7.5,First Class
60,16,13,2,Second Class
67,23,14,5.9,First Class
63,29,8,4.2,First Class
100,26,17,4.7,First Class
81,22,15,5.4,First Class
81,29,19,6.3,First Class
76,18,15,5.6,Second Class
100,19,20,6.8,Distinction
79,13,22,5,Pass
100,27,20,3.6,Distinction
93,23,17,3.7,First Class
81,26,23,7,First Class
50,20,15,5.9,Second Class
73,22,22,3.9,First Class
81,20,18,5.3,First Class
56,30,15,9.3,Distinction
84,12,19,2.7,Second Class
46,27,25,5.8,First Class
86,20,22,6.5,First Class
70,23,15,6.6,Second Class
74,30,17,2.2,First Class
80,26,20,8.8,Distinction
85,19,23,7.1,Distinction
78,27,18,1.5,Second Class
75,22,22,6.2,First Class
93,16,15,6,First Class
68,21,17,4.5,Second Class
51,21,16,7.9,First Class
75,19,21,2.8,First Class
39,23,19,6.8,Second Class
88,21,17,5.8,Second Class
78,28,17,7.1,First Class
100,17,12,4.4,First Class
93,20,16,7.2,First Class
84,17,16,2.7,Pass
83,19,13,6.2,Second Class
62,23,22,6.9,Second Class
95,25,18,4.4,First Class
88,21,16,7,First Class
83,21,17,4.8,Second Class
74,20,12,6,Second Class
72,26,10,7.2,Distinction
82,23,20,4.8,Distinction
65,22,12,6.7,Second Class
72,16,21,5.8,Second Class
84,21,19,6.9,Distinction
49,17,12,2.4,Fail
54,24,14,5.6,Second Class
53,23,16,3.7,Second Class
64,24,19,2.2,Second Class
47,16,17,2.3,Second Class
56,30,17,5.4,First Class
64,28,23,4.8,First Class
63,17,18,1.6,Pass
71,22,16,4,First Class
80,23,17,2.4,First Class
67,25,17,6,Second Class
77,16,13,3,Pass
67,23,19,6.8,Distinction
100,20,17,3.6,First Class
88,27,15,5.8,First Class
74,27,17,5.5,First Class
55,19,12,5.8,Second Class
80,10,13,10.7,First Class
73,20,24,3.4,Second Class
89,23,19,7.5,Distinction
60,26,17,4.1,Second Class
86,22,23,3.3,First Class
100,25,11,5.6,Second Class
78,20,17,4,Pass
80,29,17,6.5,Distinction
76,24,21,3.4,First Class
56,24,16,4.1,Second Class
80,11,12,1.4,Pass
70,30,17,5.2,First Class
94,24,20,7.3,Distinction
83,24,22,2.7,First Class
100,14,19,5.5,First Class
82,28,15,3,Second Class
89,14,13,9.3,First Class
72,26,21,3.4,First Class
55,19,14,5.3,First Class
84,16,19,7.1,First Class
98,16,19,7,First Class
77,25,17,7.8,Distinction
54,24,21,0.5,Pass
86,25,15,5.7,Distinction
59,27,15,3.6,Pass
71,21,17,6.4,Distinction
69,29,15,3.6,Second Class
63,21,17,8.9,Distinction
91,21,17,6.3,Distinction
65,14,21,4.6,Second Class
57,28,25,5,First Class
89,28,22,4.8,Distinction
61,28,13,6.1,First Class
84,18,18,7.8,First Class
100,20,18,3.6,First Class
63,25,20,4.5,Second Class
57,22,16,8.1,Pass
100,26,16,7,Distinction
50,24,21,4.6,Second Class
71,16,14,0.6,Pass
100,15,18,5.5,First Class
95,20,19,2.6,First Class
91,22,21,6,Distinction
67,27,25,0.8,Distinction
100,15,16,4,First Class
65,28,15,5.7,Distinction
72,12,13,6.4,Second Class
59,26,25,3.5,First Class
75,28,25,6.5,Distinction
45,23,15,5.8,First Class
84,30,25,8.1,Distinction
77,25,15,10.3,Distinction
64,11,20,7.2,Second Class
69,24,11,2.9,Pass
92,16,14,4.5,First Class
82,24,13,6.6,Distinction
67,21,13,3.6,Pass
53,20,19,6.1,Pass
97,30,12,9.6,Distinction
71,24,20,5.3,Distinction
59,23,11,2.7,Pass
67,26,15,7.2,First Class
100,21,25,2.4,Distinction
84,18,21,5.6,First Class
69,19,21,4.1,Second Class
79,16,16,6.1,Second Class
78,11,13,2.3,Pass
74,22,25,4,First Class
81,25,19,5.6,First Class
64,21,17,2.7,Second Class
71,20,21,4.9,First Class
81,15,14,6.1,Second Class
65,28,20,2.7,First Class
79,19,17,6.6,First Class
80,26,20,5,First Class
81,26,17,3,First Class
90,21,19,6,Distinction
72,28,13,3.3,First Class
79,15,18,2.3,First Class
72,30,8,7.6,Distinction
84,21,13,4.6,Second Class
90,23,17,6,First Class
75,22,13,7.7,First Class
48,18,24,4.8,First Class
59,17,17,8,First Class
73,16,17,5.3,Second Class
76,30,20,5.1,Distinction
70,22,18,5.2,Second Class
80,16,20,8.3,First Class
77,16,22,5.4,Second Class
92,23,21,3.7,Second Class
97,17,13,7.2,First Class
67,21,15,7.5,Second Class
100,16,21,4.7,Second Class
78,26,17,4,First Class
78,26,17,6.4,First Class
70,22,17,2.9,First Class
81,17,14,7.6,First Class
97,24,22,7.1,Distinction
91,25,12,9,Distinction
84,24,18,4.1,First Class
79,20,20,4.7,First Class
83,26,18,5.9,First Class
67,20,21,2.6,Pass
83,25,13,3.7,First Class
76,21,23,4.1,Distinction
80,22,9,4.2,Second Class
42,24,16,5,Second Class
74,13,11,3.6,Pass
68,24,10,6.1,First Class
66,24,15,2.5,Second Class
68,25,17,2.5,First Class
72,25,12,5.2,Second Class
78,18,20,3.2,First Class
72,23,14,6.3,First Class
75,21,9,7.4,First Class
75,23,15,4.7,First Class
60,10,10,8.1,Second Class
70,20,21,7.1,First Class
94,23,13,3.5,First Class
66,20,21,6.9,First Class
89,30,19,4,Distinction
89,21,19,2.9,Second Class
88,27,7,4.1,Second Class
65,30,20,4.6,First Class
88,19,17,7.6,First Class
71,15,15,6.5,Second Class
100,27,11,3.4,First Class
89,17,16,4,Second Class
76,20,21,10.3,Distinction
52,27,19,3.5,Second Class
83,19,25,6.2,Distinction
77,22,19,8.4,Distinction
82,27,18,5.1,First Class
54,25,16,4.3,Second Class
75,18,19,4.3,Second Class
83,25,20,5.7,First Class
89,21,23,8.2,Distinction
71,24,19,2.1,First Class
74,30,19,8.3,Distinction
94,25,12,4.6,Second Class
98,30,14,3.9,Distinction
60,30,15,4.6,First Class
93,21,23,2.6,First Class
98,22,19,5.4,First Class
100,16,18,4.7,Second Class
75,23,14,3,First Class
92,19,18,6.4,Distinction
68,16,10,5.5,Second Class
89,25,14,8.9,Distinction
87,20,18,1.3,First Class
62,15,18,3.9,Pass
84,27,18,9.6,Distinction
95,27,13,6.4,Distinction
83,28,17,11.2,Distinction
83,23,24,3.3,First Class
78,26,14,2.7,Pass
70,29,17,4.1,First Class
100,27,16,4,Second Class
96,17,19,4,Second Class
86,30,17,5.1,Distinction
52,25,17,6.9,Distinction
56,25,19,0.6,Pass
76,24,25,2.2,First Class
74,21,10,7.7,First Class
71,22,17,4.4,Second Class
72,23,15,4.2,Second Class
75,21,16,6.3,Second Class
78,18,25,6.4,First Class
97,26,14,5.1,First Class
61,24,11,8.3,First Class
62,27,23,5.1,Distinction
82,15,12,8,First Class
61,26,16,4.3,First Class
64,20,12,3.4,Second Class
93,23,22,5.4,First Class
75,12,15,1.3,Pass
72,16,13,2.6,Second Class
66,19,14,8.7,Second Class
60,24,24,5.3,Second Class
77,25,18,7.6,Distinction
71,28,21,1,Second Class
54,20,12,1.3,Pass
86,25,16,8.1,Distinction
82,27,16,0.5,Second Class
69,24,22,0.6,Second Class
87,20,21,0.9,Second Class
88,16,18,1.1,Second Class
78,16,19,4.4,Second Class
82,21,16,2,Pass
71,27,23,5.9,Distinction
74,21,12,3.8,Second Class
75,15,9,4.1,Pass
78,19,13,3.9,Pass
51,18,19,7.8,First Class
76,14,11,6.1,Second Class
96,29,25,6.5,Distinction
82,24,18,3.1,Distinction
72,14,14,5.9,Pass
75,26,16,5,Second Class
68,22,20,4.7,First Class
76,28,19,3.2,Distinction
59,25,21,7.2,First Class
87,19,20,7.4,Distinction
83,19,18,2.4,Second Class
77,28,23,5.7,Distinction
100,13,24,5.4,First Class
51,27,12,0.5,Second Class
71,23,12,2.5,Second Class
100,17,17,6.7,Distinction
73,23,13,3.4,First Class
79,28,12,5.7,Distinction
100,23,12,2.2,Second Class
78,27,11,2.9,Second Class
82,18,19,6.3,First Class
89,22,18,4.8,First Class
82,30,13,7.1,First Class
92,28,16,2.1,First Class
77,26,21,5.2,Distinction
53,29,19,3.9,First Class
66,19,13,2,Second Class
78,30,22,2.3,First Class
69,26,17,4.7,First Class
87,24,17,4.9,Second Class
57,23,12,5.7,First Class
73,20,21,3.6,First Class
90,19,17,5.1,Second Class
72,24,14,2.4,Pass
66,13,16,7.6,First Class
93,25,25,2,First Class
63,27,16,1.7,Second Class
89,11,18,6,First Class
53,25,15,5.8,Second Class
63,17,12,1.1,Second Class
44,20,17,2.8,Pass
75,25,20,3.8,First Class
67,28,16,4.8,First Class
79,27,22,5.4,Distinction
58,24,7,2.3,Second Class
68,19,12,8.6,First Class
76,17,21,1.4,Second Class
54,15,19,1.5,Pass
95,21,17,4.3,First Class
60,21,19,0.5,Pass
89,18,16,4.6,Second Class
78,17,17,7.1,First Class
93,24,9,9.3,Distinction
54,27,24,5.4,Distinction
60,22,9,4.4,First Class
69,20,18,2.5,Pass
90,30,18,2.4,First Class
65,30,21,3.9,First Class
51,18,13,4.7,Pass
54,19,17,6,Pass
42,23,12,7.2,Second Class
74,26,20,6.5,Distinction
87,27,13,6.8,Distinction
87,20,11,6.7,Second Class
62,19,23,5.9,First Class
80,15,18,7.3,Second Class
100,9,18,6.7,Second Class
84,14,19,5.4,Pass
58,13,20,6.1,Pass
58,23,13,6.6,Second Class
64,17,13,3,Pass
57,21,14,6.8,First Class
65,22,20,4.7,Second Class
91,30,20,5.9,Distinction
78,29,16,5.6,Second Class
100,27,21,1.3,Distinction
69,22,23,5.7,First Class
64,20,17,6.1,Second Class
100,21,14,3.6,Second Class
74,28,16,3.8,Distinction
100,21,10,6.8,Distinction
67,25,18,6.2,First Class
78,28,13,1.6,Second Class
100,17,22,7.3,Distinction
64,16,17,7.4,First Class
69,22,18,4.2,Second Class
43,18,14,2.6,Pass
75,23,19,7,First Class
88,24,17,2.5,Second Class
62,28,18,5.4,First Class
62,26,17,6.2,Distinction
92,16,15,2.4,Pass
50,23,22,3.7,Second Class
82,16,25,5.6,First Class
67,18,12,4.1,First Class
64,29,21,4.5,Distinction
52,23,22,6,First Class
66,17,17,11.6,Distinction
55,18,20,6.4,Pass
31,30,16,6.1,First Class
96,20,24,4.4,Second Class
65,15,22,8.1,Distinction
61,25,22,7.3,Distinction
74,22,17,8.3,First Class
85,20,20,0.8,First Class
97,27,21,6.6,Distinction
71,21,19,4.2,Second Class
81,23,21,2.9,First Class
100,28,14,3.8,First Class
66,19,19,6.2,First Class
76,30,20,5.7,First Class
84,24,16,6.3,Second Class
86,25,15,5.1,First Class
94,23,13,6.6,First Class
65,19,15,4.4,Second Class
96,15,23,5.6,First Class
85,23,21,2.2,First Class
63,30,16,4.6,First Class
73,19,25,3,First Class
41,22,22,3.7,Second Class
84,20,21,5,First Class
86,22,21,2.6,First Class
95,26,15,8.6,Distinction
80,21,24,2.7,First Class
64,20,25,6.6,First Class
75,20,20,2.9,Second Class
83,24,15,1.6,Second Class
75,21,12,5.8,Second Class
77,24,18,5.4,First Class
92,16,20,5.3,First Class
77,20,16,5.2,Second Class
56,20,20,3.9,First Class
95,24,17,4.9,Distinction
54,20,15,5.3,Second Class
84,21,17,4.7,First Class
77,30,20,3.4,First Class
53,12,18,4.8,Pass
100,26,23,7.9,Distinction
90,23,20,5.4,First Class
100,21,17,7,First Class
83,20,17,3.9,First Class
81,30,20,5.6,Distinction
90,27,21,5.6,Distinction
69,18,12,5.8,Second Class
76,18,16,6.3,First Class
81,23,19,1.1,First Class
78,19,17,3.5,Second Class
62,21,19,4.2,First Class
67,30,14,3.7,First Class
75,17,17,4.6,First Class
72,15,14,6.7,Pass
81,15,11,5.1,First Class
55,20,19,7,First Class
90,23,13,5.9,First Class
89,21,13,8.4,First Class
100,20,18,5.9,Second Class
54,22,14,5.8,Second Class
100,19,19,6.8,First Class
92,30,19,0.5,First Class
68,21,11,3.7,Second Class
68,15,11,6.9,First Class
62,28,13,5.8,First Class
96,18,10,7.9,First Class
81,19,17,2.2,Second Class
100,17,17,2.5,Second Class
87,26,16,2.8,First Class
55,25,24,5.6,Second Class
87,20,21,3.2,Second Class
75,14,17,4.2,First Class
92,19,13,8.4,Distinction
65,22,16,5.1,First Class
79,17,18,3.8,Second Class
76,22,21,6.4,First Class
83,15,15,4,Second Class
73,16,25,8.8,Distinction
73,25,23,5.4,First Class
84,29,21,2.2,Distinction
74,16,21,3.9,First Class
83,20,19,5.7,Distinction
62,13,12,7,Second Class
59,19,11,0.5,Pass
89,21,13,4.4,First Class
63,18,15,3.2,Second Class
68,19,22,9.9,Distinction
86,25,17,4.5,Second Class
89,18,16,2.1,Second Class
84,24,17,6.6,First Class
78,26,12,5.8,Distinction
68,22,22,5.7,First Class
64,20,7,6.5,Second Class
76,24,17,7.5,First Class
76,21,23,2.5,Second Class
76,20,14,9,Distinction
100,26,21,7.9,Distinction
89,20,16,4.9,Distinction
68,19,15,8.1,Distinction
76,18,24,2.1,Second Class
86,23,18,4.7,First Class
91,24,19,4.9,Distinction
46,30,22,4.4,First Class
77,20,16,4.2,Second Class
75,27,22,3.5,First Class
77,21,23,8.3,Distinction
74,28,16,5.3,First Class
82,23,9,4.2,Second Class
83,14,18,5.4,Second Class
92,21,12,4.9,Second Class
90,19,15,5.2,Second Class
90,19,16,4.4,First Class
74,18,15,5,First Class
57,30,20,5.7,Distinction
70,28,19,2.3,First Class
63,25,17,6.8,First Class
87,22,12,4.7,First Class
84,26,10,5.3,First Class
68,14,15,4.6,Second Class
88,19,13,3.5,First Class
73,23,17,9.8,Distinction
71,18,8,6.4,Second Class
70,18,21,8,Second Class
84,29,19,5.6,First Class
89,19,20,4.8,Distinction
53,23,24,7,First Class
65,22,17,6,Second Class
90,21,17,5.5,First Class
60,26,9,7.9,First Class
81,17,12,3.3,First Class
73,24,18,6.4,Distinction
84,27,20,6.2,Distinction
66,23,22,6.1,Distinction
71,28,9,5.7,Second Class
73,17,14,6.6,Second Class
99,24,16,7.7,Distinction
85,24,11,6.7,First Class
100,24,17,3.7,Distinction
68,25,16,3.3,Second Class
77,22,20,4.3,Second Class
48,18,21,7.7,Second Class
64,23,20,6.8,First Class
72,20,22,7.7,First Class
69,26,11,2.4,First Class
93,22,15,4.1,Second Class
50,19,15,9,First Class
78,27,19,2.4,Second Class
86,23,11,9.7,First Class
66,30,19,2.4,First Class
81,24,18,7.9,First Class
51,22,25,5.2,Distinction
73,22,19,2.7,First Class
66,23,12,3.8,First Class
63,21,11,3.5,Second Class
57,16,19,4.3,Pass
87,28,16,4.9,First Class
77,19,21,5.3,Distinction
53,30,20,5.9,First Class
77,23,23,7.4,Distinction
67,21,17,5.4,Second Class
92,16,20,2.5,Pass
71,26,18,2.7,First Class
68,22,17,4.7,First Class
74,11,19,6.5,Second Class
75,29,20,3.9,Distinction
55,30,15,5.6,Second Class
72,20,25,6.8,First Class
85,16,15,5.8,First Class
89,23,24,5.2,Distinction
81,15,16,6.2,Second Class
81,15,10,6.3,First Class
78,22,20,2.6,Second Class
95,20,12,4.1,First Class
73,25,18,5.8,First Class
90,14,15,6.6,Second Class
76,25,12,6.5,Pass
82,26,17,6.3,Distinction
85,23,20,2.7,Second Class
75,24,10,6.1,First Class
56,26,22,5.8,First Class
67,18,14,2.3,Second Class
97,22,19,7.4,Distinction
81,28,23,2.7,Distinction
72,28,13,4.8,First Class
73,21,12,1.9,Pass
77,26,18,1.8,First Class
74,23,25,3.7,Second Class
91,19,20,5.8,First Class
99,25,13,5.2,First Class
68,30,19,7.6,Distinction
57,15,8,3.1,Pass
70,23,19,7,Distinction
66,28,22,5.5,Distinction
71,18,13,4.4,First Class
86,24,18,5.9,First Class
56,23,18,4.8,Second Class
63,18,19,5.9,First Class
56,23,16,4.6,First Class
96,18,17,2.9,Second Class
80,21,16,6.1,First Class
78,30,18,3.3,First Class
91,18,9,4,Second Class
84,21,14,4.9,First Class
65,17,13,6.9,First Class
87,30,16,7.3,Distinction
82,29,13,6.4,Distinction
66,24,22,5.9,First Class
70,30,20,1.7,First Class
89,21,21,7.7,First Class
85,19,19,2.8,First Class
74,15,25,7,First Class
86,16,14,8.1,Second Class
48,22,21,4.4,First Class
89,30,11,3.5,First Class
72,20,18,7.1,First Class
88,27,15,7.2,Distinction
81,23,16,4.1,First Class
60,24,12,5.1,Second Class
88,27,18,5.3,First Class
97,15,22,6.2,First Class
100,16,10,6.4,First Class
70,28,9,3.8,First Class
66,22,17,9.5,First Class
72,16,20,3.7,Second Class
66,19,13,5.8,First Class
68,22,11,5.9,Distinction
61,24,19,2,Second Class
78,23,11,3.7,Second Class
97,18,19,5,First Class
82,29,13,1.6,First Class
48,22,17,6,Second Class
77,19,20,1.5,First Class
60,16,16,4.8,Second Class
74,30,14,4.6,First Class
59,16,19,8.5,First Class
96,30,13,4.5,First Class
54,20,13,6.7,Second Class
74,30,23,2.4,First Class
73,30,16,4.4,Distinction
100,25,20,7.2,Distinction
68,19,16,7.8,First Class
75,22,20,6.1,First Class
86,23,12,3.9,Second Class
100,26,18,7.4,First Class
74,22,16,5,First Class
73,26,21,5.8,Distinction
67,18,10,6,First Class
89,26,18,6.7,First Class
91,24,22,9.5,Distinction
62,22,17,5.9,First Class
61,22,19,5.5,First Class
95,16,15,3.3,Pass
61,20,15,4.4,Pass
89,26,8,8.6,First Class
73,28,20,5.9,First Class
60,28,11,4.6,First Class
80,27,12,6.2,First Class
85,22,18,6.7,First Class
70,17,19,6.1,First Class
68,25,17,7.9,First Class
57,21,21,4.5,Second Class
94,18,16,5.5,Second Class
58,21,21,2.4,Second Class
82,30,17,4.8,Distinction
62,27,23,6.4,Distinction
58,25,15,3.8,First Class
81,22,16,3.3,First Class
66,25,19,5.9,First Class
59,26,25,2.5,Second Class
44,24,20,2.6,Second Class
64,28,11,8.4,First Class
42,24,19,4.7,First Class
63,24,19,4.7,Second Class
84,20,17,4.3,Second Class
77,30,20,4.7,First Class
83,29,9,5.3,Distinction
72,17,10,4.2,Pass
50,24,21,2,First Class
55,19,12,3.1,Pass
71,17,18,3,Pass
78,16,13,2.2,Second Class
84,30,22,5.3,Distinction
82,24,14,6.9,Distinction
69,18,18,2.3,Second Class
72,25,13,5.1,Second Class
73,21,23,5.4,First Class
77,24,18,2.1,Second Class
100,29,14,7.9,Distinction
78,19,9,4.6,Second Class
90,23,11,3.8,Second Class
50,28,14,7.9,Second Class
79,26,11,4.8,Second Class
100,20,16,3,Second Class
85,24,17,9.3,First Class
74,15,11,4.4,Pass
92,30,25,8.5,Distinction
75,19,13,6.5,First Class
68,28,16,9.2,Distinction
49,19,17,8.6,First Class
66,14,17,4.7,Second Class
78,19,23,5.4,Second Class
59,19,16,6.2,First Class
99,16,20,4.5,Second Class
72,19,18,9.3,Distinction
48,16,21,5.7,Second Class
100,23,18,5.2,Distinction
84,20,16,4.1,First Class
100,22,20,3,Distinction
80,26,17,4.5,First Class
59,30,15,4.3,Second Class
56,23,25,4.2,Second Class
69,23,18,3,Second Class
70,13,16,5.7,Second Class
63,17,10,9.7,First Class
62,15,19,4.9,First Class
89,22,17,4.2,Distinction
30,27,18,3.7,Second Class
77,18,20,3.4,First Class
66,19,15,6.6,First Class
100,21,20,6.6,Distinction
100,22,13,8.2,Distinction
61,25,9,5.5,Second Class
74,24,15,1.4,Second Class
82,30,13,6,First Class
63,28,20,7.5,First Class
93,30,18,6,First Class
82,14,16,8.1,First Class
82,29,20,6,Distinction
67,15,15,3.6,Pass
76,22,16,7.6,First Class
57,25,19,3.4,Second Class
83,26,13,3.6,Second Class
93,24,22,7.4,Distinction
61,30,25,2.7,First Class
100,30,23,3.3,Distinction
58,19,19,4.7,First Class
67,25,14,7.1,First Class
81,23,22,4.6,Distinction
82,21,18,4.7,Second Class
72,30,21,9.4,First Class
63,19,21,6.4,First Class
83,22,18,6,First Class
67,21,16,1.2,Second Class
87,23,8,2.7,Pass
87,13,25,7,Distinction
66,24,21,6.7,Second Class
96,30,18,4.7,Distinction
83,25,19,6.7,First Class
67,20,12,3.5,Second Class
81,15,23,4.9,Second Class
100,19,10,5.1,Second Class
100,18,14,6.5,First Class
58,27,18,7.9,First Class
67,25,20,4.5,First Class
80,18,20,2.6,Second Class
81,18,19,4.1,Second Class
63,23,20,4.9,Second Class
88,20,13,4.4,First Class
88,17,17,3.7,First Class
72,25,22,2.2,Second Class
78,28,17,3.8,First Class
78,15,18,2.3,Second Class
100,22,20,7.1,Distinction
64,19,13,4.6,Second Class
49,21,18,5.5,Second Class
80,26,11,5.7,First Class
76,20,25,5.2,Second Class
54,19,9,6.5,Second Class
76,26,16,2,Pass
55,11,22,5.1,Second Class
78,14,25,5.4,First Class
91,28,25,5.2,Distinction
76,18,16,2.7,First Class
86,26,16,8,Distinction
65,23,22,7.1,First Class
85,30,17,4.1,Distinction
92,18,16,6.4,First Class
82,27,17,7.5,Distinction
63,25,22,5.5,First Class
68,25,19,8,First Class
85,26,16,5.2,Second Class
83,13,13,3.1,Pass
80,16,9,4,Second Class
75,18,16,5.1,Second Class
67,26,24,3.8,First Class
61,24,19,5,First Class
82,9,19,4.3,Pass
75,14,17,5.9,Second Class
71,22,19,7.9,First Class
73,23,16,4.5,Second Class
72,24,14,5.4,Second Class
65,19,23,6.5,First Class
70,26,18,3,Second Class
92,29,22,3.4,First Class
80,26,8,6.3,First Class
81,13,12,4.5,Second Class
72,15,25,3.4,Second Class
88,24,19,3.1,Second Class
97,24,19,4.8,First Class
74,28,17,2.9,Second Class
79,29,19,4.9,Distinction
72,26,21,3.5,First Class
54,22,25,1.9,First Class
79,23,16,4,First Class
73,27,21,4.1,Distinction
72,20,15,3,First Class
98,30,15,6.2,Distinction
79,24,12,6.3,First Class
77,18,17,4.1,Second Class
66,20,16,4.7,Second Class
84,14,19,5.4,Second Class
87,27,17,5,First Class
64,16,14,4.7,Pass
79,26,17,5.3,First Class
75,23,13,5.5,Second Class
54,22,22,2.8,Second Class
88,28,19,2.8,First Class
66,24,18,3.4,Second Class
60,23,21,3.9,Second Class
73,24,16,3.9,First Class
57,24,18,5.1,First Class
81,24,23,6,Distinction
82,20,18,4.6,First Class
90,26,13,4.4,First Class
79,19,16,4.5,Pass
66,17,16,2.2,Second Class
100,23,22,4.6,First Class
91,20,17,7,Distinction
77,18,15,2.7,Second Class
78,22,19,6.1,First Class
49,30,15,2.9,Second Class
73,27,19,1.6,Second Class
50,21,19,2.6,Second Class
81,23,18,1.7,Second Class
56,21,20,3.2,First Class
84,26,13,8.2,First Class
65,18,17,2.1,Second Class
94,28,13,5,Distinction
87,18,15,6.3,First Class
91,12,14,5.5,First Class
77,23,19,1.2,Second Class
63,23,19,4.9,First Class
93,30,14,4.5,Distinction
86,24,14,6.2,First Class
75,23,20,4.7,First Class
50,24,16,3.9,Second Class
62,21,20,0.5,Pass
74,19,20,4.3,First Class
77,20,22,2.5,Second Class
100,15,18,7.5,First Class
